Id,SalePrice
2053,146139.2
2054,91140.305
2055,165014.88
2056,138365.22
2057,111422.305
2058,218764.22
2059,136108.38
2060,169301.97
2061,184845.84
2062,134239.78
2063,113249.83
2064,147751.16
2065,127182.8
2066,172606.28
2067,107051.48
2068,130143.66
2069,85506.05
2070,114745.66
2071,92207.055
2072,141450.11
2073,135359.8
2074,191228.12
2075,150248.77
2076,121679.234
2077,158775.61
2078,122649.45
2079,129376.34
2080,119191.125
2081,123310.38
2082,144520.28
2083,139490.1
2084,115724.4
2085,124904.98
2086,129290.375
2087,113934.375
2088,85409.24
2089,80151.94
2090,121557.1
2091,127490.03
2092,121142.305
2093,110649.055
2094,119301.984
2095,149566.22
2096,79522.68
2097,104326.84
2098,154630.08
2099,56134.11
2100,74924.09
2101,122530.445
2102,123350.78
2103,102742.12
2104,120813.97
2105,124645.85
2106,74782.3
2107,224677.28
2108,115350.11
2109,114617.47
2110,136765.05
2111,145546.31
2112,148726.22
2113,116839.62
2114,102278.13
2115,159869.81
2116,122765.72
2117,159054.17
2118,125452.07
2119,101668.31
2120,109311.73
2121,85172.445
2122,120481.26
2123,88327.26
2124,166347.33
2125,123555.8
2126,147808.33
2127,151482.12
2128,128799.46
2129,97625.93
2130,148137.08
2131,150107.33
2132,116836.32
2133,127193.67
2134,139139.14
2135,113217.6
2136,78011.76
2137,111297.42
2138,131478.1
2139,155445.39
2140,141072.88
2141,145079.67
2142,128827.69
2143,153605.08
2144,124726.875
2145,134801.3
2146,161883.72
2147,123862.41
2148,131668.67
2149,149990.98
2150,218259.0
2151,107402.46
2152,166293.45
2153,175188.5
2154,107455.82
2155,132997.77
2156,302124.1
2157,220959.89
2158,238497.06
2159,208687.28
2160,171049.2
2161,236770.84
2162,410284.22
2163,354434.62
2164,241034.5
2165,184643.28
2166,149119.03
2167,216334.98
2168,200153.3
2169,197177.84
2170,230552.83
2171,150779.9
2172,139005.58
2173,162603.44
2174,227693.75
2175,303431.1
2176,339399.44
2177,245770.2
2178,211638.31
2179,137030.88
2180,228037.27
2181,181770.28
2182,214729.2
2183,188836.95
2184,126570.8
2185,110151.414
2186,143819.53
2187,155639.66
2188,150928.81
2189,200425.67
2190,82661.586
2191,79243.58
2192,94250.734
2193,107429.66
2194,100512.17
2195,120291.43
2196,109100.32
2197,115254.48
2198,154639.33
2199,181347.31
2200,150079.75
2201,136872.9
2202,214204.0
2203,155855.69
2204,185077.75
2205,110365.75
2206,141407.67
2207,235228.28
2208,249749.08
2209,223512.67
2210,126050.26
2211,124498.92
2212,118945.516
2213,107184.91
2214,129149.516
2215,104572.54
2216,152701.44
2217,90949.19
2218,56467.64
2219,72348.47
2220,43985.246
2221,355464.53
2222,250527.28
2223,310490.7
2224,207186.55
2225,127194.85
2226,183273.06
2227,196209.06
2228,256421.53
2229,243307.88
2230,163098.11
2231,215417.56
2232,175937.78
2233,155698.7
2234,249296.92
2235,215487.17
2236,287953.7
2237,354221.22
2238,203204.23
2239,115061.61
2240,160765.44
2241,175846.31
2242,122961.37
2243,118668.15
2244,98832.97
2245,106129.375
2246,143595.53
2247,100646.945
2248,126475.65
2249,124367.72
2250,132557.69
2251,118674.15
2252,172853.02
2253,160078.64
2254,180400.06
2255,201044.55
2256,187256.56
2257,210117.39
2258,171842.83
2259,180264.7
2260,150033.6
2261,187439.53
2262,213149.33
2263,352448.28
2264,413751.44
2265,151810.42
2266,328001.34
2267,382255.88
2268,432663.44
2269,145715.11
2270,183338.86
2271,219277.36
2272,196222.62
2273,167346.47
2274,175408.73
2275,178582.14
2276,182331.75
2277,192552.2
2278,143624.94
2279,132656.25
2280,122343.81
2281,175608.23
2282,193478.95
2283,99088.64
2284,106832.95
2285,145076.23
2286,122289.15
2287,355133.4
2288,276796.38
2289,412766.94
2290,425690.3
2291,323263.22
2292,423407.66
2293,464038.03
2294,450643.16
2295,437046.28
2296,280471.06
2297,315566.5
2298,325225.56
2299,413481.7
2300,334842.7
2301,269655.3
2302,233151.31
2303,245630.34
2304,243973.77
2305,183975.28
2306,179642.69
2307,191695.16
2308,213804.3
2309,288523.88
2310,227800.83
2311,191965.47
2312,174551.19
2313,174885.2
2314,172615.42
2315,180001.53
2316,190330.7
2317,190007.64
2318,180682.42
2319,177564.62
2320,196493.03
2321,225379.17
2322,166821.78
2323,176211.52
2324,174892.34
2325,209801.89
2326,166319.47
2327,209200.33
2328,225808.75
2329,180823.47
2330,182652.75
2331,372690.84
2332,390097.9
2333,305883.94
2334,266524.4
2335,267552.53
2336,319588.3
2337,232308.25
2338,288768.22
2339,199654.19
2340,392928.78
2341,227241.05
2342,226962.2
2343,225270.69
2344,226335.23
2345,231510.42
2346,228965.48
2347,220217.7
2348,238485.05
2349,177897.75
2350,295117.0
2351,254313.25
2352,233439.95
2353,234365.61
2354,141724.75
2355,139178.1
2356,157824.8
2357,182490.69
2358,201689.19
2359,127603.61
2360,120862.46
2361,147270.81
2362,276150.53
2363,138972.77
2364,157968.39
2365,220693.9
2366,189994.45
2367,214614.0
2368,227068.58
2369,215375.55
2370,172619.98
2371,174252.73
2372,212166.47
2373,289680.1
2374,320513.8
2375,245046.81
2376,292280.28
2377,435382.56
2378,141183.75
2379,205580.6
2380,141295.97
2381,172592.38
2382,209535.22
2383,191121.27
2384,244947.64
2385,162405.22
2386,137209.8
2387,138566.05
2388,96108.51
2389,127030.78
2390,158001.02
2391,145875.72
2392,117231.53
2393,170283.11
2394,139340.42
2395,217873.62
2396,137816.97
2397,221621.78
2398,140008.97
2399,60113.285
2400,59434.984
2401,110412.984
2402,143000.06
2403,139293.11
2404,152225.42
2405,160614.25
2406,139188.83
2407,123696.42
2408,143194.5
2409,119165.336
2410,169768.39
2411,125008.61
2412,160330.31
2413,135795.5
2414,148733.0
2415,132448.5
2416,127915.336
2417,142428.7
2418,137025.0
2419,125927.586
2420,132475.89
2421,161181.86
2422,121819.34
2423,115225.555
2424,163749.48
2425,232747.67
2426,121630.4
2427,142057.8
2428,183445.42
2429,111733.58
2430,133595.47
2431,105515.78
2432,144333.2
2433,152859.38
2434,147745.08
2435,152100.12
2436,108933.555
2437,104798.914
2438,127638.63
2439,101651.195
2440,118137.96
2441,88864.82
2442,91253.13
2443,121970.6
2444,134290.39
2445,79494.4
2446,128890.34
2447,179283.44
2448,134732.05
2449,106264.64
2450,138557.98
2451,123351.64
2452,218804.4
2453,92575.23
2454,129016.414
2455,120392.305
2456,141616.1
2457,133050.7
2458,123522.58
2459,109233.51
2460,139012.03
2461,116801.42
2462,138110.52
2463,125616.31
2464,168713.77
2465,134704.61
2466,115056.1
2467,140411.34
2468,80128.375
2469,78567.57
2470,175739.6
2471,209880.84
2472,151348.48
2473,132620.11
2474,83561.055
2475,238821.75
2476,112423.1
2477,132879.78
2478,148706.02
2479,100501.95
2480,157508.33
2481,121439.945
2482,120981.4
2483,112834.77
2484,127733.26
2485,127871.414
2486,157865.94
2487,153745.52
2488,155808.81
2489,146730.92
2490,163383.22
2491,93212.43
2492,186190.67
2493,142043.03
2494,143998.03
2495,75063.805
2496,246637.1
2497,146482.83
2498,110527.21
2499,93398.61
2500,122496.91
2501,134469.89
2502,146178.03
2503,92993.12
2504,179932.89
2505,217401.27
2506,261360.42
2507,293802.84
2508,255512.33
2509,210316.61
2510,216851.34
2511,176614.95
2512,198765.23
2513,214952.88
2514,245441.89
2515,156276.81
2516,173745.31
2517,146430.62
2518,153780.27
2519,222899.67
2520,211742.23
2521,193298.98
2522,224239.08
2523,124348.7
2524,139681.27
2525,148108.94
2526,141544.64
2527,106529.04
2528,130376.85
2529,135979.78
2530,122488.26
2531,232818.0
2532,219657.06
2533,196265.05
2534,219185.81
2535,316616.9
2536,217976.67
2537,239397.3
2538,179634.16
2539,187445.03
2540,184338.66
2541,181481.5
2542,164664.31
2543,127978.484
2544,126832.28
2545,131920.86
2546,131238.44
2547,142367.22
2548,154445.56
2549,163774.52
2550,294467.2
2551,142225.9
2552,127225.93
2553,75715.73
2554,114264.96
2555,120364.9
2556,96273.59
2557,111145.48
2558,171294.08
2559,137448.14
2560,138695.95
2561,148072.17
2562,136262.16
2563,145249.06
2564,198366.47
2565,150770.67
2566,153471.78
2567,133570.5
2568,185682.48
2569,209320.05
2570,119270.66
2571,183746.02
2572,165505.47
2573,217701.58
2574,263474.28
2575,134847.6
2576,114239.95
2577,152900.0
2578,73946.14
2579,55565.625
2580,110474.664
2581,109837.18
2582,101051.055
2583,283809.84
2584,160498.17
2585,179567.55
2586,201986.8
2587,192713.8
2588,158653.03
2589,143667.69
2590,216576.0
2591,203784.78
2592,219474.12
2593,249755.0
2594,180897.62
2595,194610.03
2596,330540.66
2597,175591.19
2598,282576.6
2599,354428.78
2600,190526.28
2601,152160.38
2602,75953.1
2603,101321.31
2604,82889.58
2605,71806.73
2606,157587.81
2607,187439.61
2608,194446.55
2609,172075.08
2610,117926.836
2611,126438.01
2612,159891.72
2613,135943.27
2614,122681.62
2615,155921.25
2616,148999.44
2617,176659.77
2618,193956.81
2619,190957.92
2620,188823.98
2621,181211.53
2622,181466.4
2623,252191.3
2624,324333.8
2625,333830.5
2626,171882.47
2627,177150.14
2628,446248.8
2629,551535.94
2630,399329.12
2631,480344.56
2632,446348.9
2633,340588.97
2634,395328.0
2635,144726.12
2636,176363.03
2637,177368.23
2638,276411.0
2639,192449.3
2640,149001.52
2641,101520.586
2642,200357.34
2643,93134.1
2644,124497.01
2645,100673.055
2646,88351.76
2647,99827.35
2648,140002.88
2649,142447.58
2650,152520.66
2651,143283.17
2652,420322.1
2653,236407.55
2654,273839.78
2655,406066.28
2656,301565.53
2657,340402.88
2658,303262.56
2659,300838.75
2660,345851.25
2661,359328.1
2662,340516.44
2663,273241.06
2664,274740.53
2665,341532.22
2666,299137.53
2667,166094.19
2668,179832.28
2669,184344.66
2670,282657.28
2671,188291.5
2672,200904.77
2673,217257.52
2674,224171.31
2675,162988.3
2676,186577.5
2677,209491.69
2678,264035.53
2679,268786.88
2680,269018.44
2681,420577.56
2682,353681.84
2683,641331.06
2684,306228.0
2685,356820.7
2686,262731.88
2687,357559.6
2688,223387.1
2689,200131.44
2690,445915.53
2691,190045.98
2692,118909.266
2693,195070.08
2694,132095.67
2695,192141.16
2696,184476.12
2697,197007.23
2698,210354.58
2699,171818.02
2700,153544.36
2701,151069.94
2702,107617.45
2703,135260.3
2704,140903.14
2705,116275.27
2706,116720.766
2707,128184.11
2708,137799.6
2709,111534.79
2710,125307.4
2711,281046.28
2712,381454.3
2713,154210.17
2714,147536.98
2715,163959.69
2716,136971.9
2717,195957.1
2718,234044.5
2719,158216.33
2720,175909.95
2721,135656.02
2722,161886.55
2723,144827.77
2724,129487.75
2725,138085.25
2726,147179.86
2727,184696.53
2728,163669.2
2729,147085.67
2730,145538.8
2731,136088.22
2732,126584.11
2733,148150.7
2734,156078.23
2735,134832.98
2736,136337.27
2737,123375.06
2738,127867.29
2739,160980.84
2740,141727.9
2741,148415.66
2742,145640.48
2743,141462.02
2744,148164.72
2745,147189.22
2746,139509.94
2747,143479.89
2748,131522.89
2749,130209.914
2750,140980.03
2751,136100.67
2752,218935.0
2753,161534.4
2754,203245.03
2755,123991.836
2756,96472.305
2757,70820.46
2758,88383.24
2759,163036.31
2760,138012.83
2761,144726.22
2762,136088.97
2763,188076.19
2764,148019.23
2765,298631.94
2766,128386.03
2767,84083.81
2768,132857.14
2769,140066.25
2770,148517.16
2771,104195.81
2772,109422.875
2773,157544.22
2774,141535.81
2775,113449.5
2776,137793.28
2777,143995.61
2778,113604.62
2779,114735.66
2780,103414.95
2781,99723.88
2782,90591.51
2783,108643.516
2784,124523.945
2785,136803.2
2786,62755.605
2787,128349.61
2788,73940.36
2789,211936.25
2790,106624.04
2791,115799.93
2792,46949.19
2793,181210.8
2794,105983.266
2795,119639.6
2796,107238.55
2797,199843.47
2798,112696.48
2799,117366.85
2800,66416.48
2801,112585.414
2802,138203.28
2803,169355.12
2804,147101.02
2805,102665.555
2806,70446.945
2807,155855.33
2808,155329.7
2809,135813.86
2810,135292.78
2811,158679.11
2812,148904.84
2813,159973.2
2814,145771.23
2815,98024.44
2816,236599.78
2817,159055.55
2818,130875.46
2819,173954.7
2820,141052.44
2821,115658.5
2822,199319.48
2823,306721.53
2824,187773.48
2825,166256.06
2826,136199.52
2827,134409.67
2828,216660.67
2829,211069.58
2830,228941.47
2831,182109.84
2832,253215.95
2833,286655.62
2834,204019.86
2835,205483.88
2836,185872.33
2837,160689.94
2838,149525.55
2839,177894.39
2840,204374.89
2841,207185.58
2842,218282.69
2843,151219.22
2844,157986.44
2845,118578.3
2846,207512.94
2847,199546.3
2848,227189.25
2849,203462.42
2850,269937.28
2851,215513.56
2852,228323.92
2853,232608.67
2854,140099.52
2855,204472.31
2856,201182.89
2857,185513.03
2858,200706.17
2859,114499.1
2860,129426.18
2861,122125.25
2862,191809.75
2863,127328.26
2864,261849.69
2865,135536.1
2866,134116.03
2867,97171.36
2868,88729.14
2869,114674.055
2870,107003.945
2871,90218.0
2872,41274.965
2873,102893.18
2874,143930.11
2875,114832.266
2876,162023.02
2877,145077.52
2878,176063.4
2879,144301.58
2880,106949.2
2881,154819.12
2882,165511.58
2883,184004.73
2884,203386.05
2885,185064.6
2886,245363.11
2887,97159.7
2888,134301.92
2889,53537.85
2890,87262.81
2891,141525.92
2892,32562.55
2893,86049.91
2894,55647.39
2895,325117.94
2896,297330.94
2897,202698.39
2898,140226.1
2899,213295.77
2900,150048.78
2901,209598.89
2902,190313.86
2903,354808.62
2904,345303.2
2905,74225.88
2906,198467.03
2907,104498.7
2908,126838.25
2909,136306.53
2910,77604.74
2911,72564.914
2912,153963.38
2913,73305.78
2914,67371.34
2915,75556.83
2916,71698.695
2917,172097.53
2918,122691.94
2919,223773.2
